date,gold_close,gold_price_source,gold_price_benchmark_recommendation,gold_return_1w,gold_return_2w,gold_return_4w,gold_return_8w,gold_return_zscore_52w,gold_close_percentile_156w,gold_close_zscore_156w,gold_anomaly_2025_2026,gold_anomaly_reason,sample_split,gold_regime,mm_long,mm_short,mm_net,mm_net_change,mm_net_percentile_156w,mm_net_zscore_156w,producer_long,producer_short,producer_net,producer_net_percentile_156w,producer_net_zscore_156w,swap_long,swap_short,swap_net,swap_net_percentile_156w,swap_net_zscore_156w,total_open_interest,oi_change,oi_percentile_156w,oi_zscore_156w
2010-02-09,1076.699951171875,COMEX GC futures proxy via Yahoo Finance GC=F,Keep GC futures for COT/COMEX alignment; use licensed LBMA PM or reliable XAUUSD spot for benchmark-grade v0.2 pricing.,-0.036423905810749946,-0.01930965731920964,-0.04623976624438564,-0.040716386536114646,,,,False,,train_2009_2018,unclassified,166132,13404,152728,-25873.0,,,39206,186145,-146939,,,54500,120988,-66488,,,466905,-13955.0,,
2010-02-16,1119.300048828125,COMEX GC futures proxy via Yahoo Finance GC=F,Keep GC futures for COT/COMEX alignment; use licensed LBMA PM or reliable XAUUSD spot for benchmark-grade v0.2 pricing.,0.039565431028286246,0.0017003976844003343,-0.017899362303889,0.030663028386855418,,,,False,,train_2009_2018,unclassified,167613,10459,157154,4426.0,,,39006,176708,-137702,,,48447,130623,-82176,,,466509,-396.0,,
2010-02-23,1102.699951171875,COMEX GC futures proxy via Yahoo Finance GC=F,Keep GC futures for COT/COMEX alignment; use licensed LBMA PM or reliable XAUUSD spot for benchmark-grade v0.2 pricing.,-0.014830784358161875,0.024147860294506218,0.004371916068017345,0.0051959445504785595,,,,False,,train_2009_2018,unclassified,171565,6909,164656,7502.0,,,33555,188865,-155310,,,46135,128869,-82734,,,466572,63.0,,
2010-03-02,1136.9000244140625,COMEX GC futures proxy via Yahoo Finance GC=F,Keep GC futures for COT/COMEX alignment; use licensed LBMA PM or reliable XAUUSD spot for benchmark-grade v0.2 pricing.,0.031014849693102864,0.015724090787241796,0.017451225679205873,0.016814282477980447,0.8537907794582005,,,False,,train_2009_2018,bull,182360,5689,176671,12015.0,,,33337,194206,-160869,,,46283,136951,-90668,,,482786,16214.0,,
2010-03-09,1122.0,COMEX GC futures proxy via Yahoo Finance GC=F,Keep GC futures for COT/COMEX alignment; use licensed LBMA PM or reliable XAUUSD spot for benchmark-grade v0.2 pricing.,-0.01310583524856701,0.017502538934198952,0.04207304809368728,-0.006112166059739299,-0.7024881631243276,,,False,,train_2009_2018,bull,179078,4670,174408,-2263.0,,,39179,198734,-159555,,,48572,140804,-92232,,,493909,11123.0,,
2010-03-16,1122.199951171875,COMEX GC futures proxy via Yahoo Finance GC=F,Keep GC futures for COT/COMEX alignment; use licensed LBMA PM or reliable XAUUSD spot for benchmark-grade v0.2 pricing.,0.00017820960060155322,-0.01292996123363055,0.002590817669297918,-0.015354918618717073,-0.2192121177626969,,,False,,train_2009_2018,bull,176715,6438,170277,-4131.0,,,48383,194109,-145726,,,48552,145121,-96569,,,496481,2572.0,,
2010-03-23,1103.5,COMEX GC futures proxy via Yahoo Finance GC=F,Keep GC futures for COT/COMEX alignment; use licensed LBMA PM or reliable XAUUSD spot for benchmark-grade v0.2 pricing.,-0.016663653524799482,-0.01648841354723707,0.0007255362868880955,0.005100624338656212,-0.8135655132531872,,,False,,train_2009_2018,bull,162654,8962,153692,-16585.0,,,57625,191137,-133512,,,49818,140129,-90311,,,495143,-1338.0,,
2010-03-30,1104.5,COMEX GC futures proxy via Yahoo Finance GC=F,Keep GC futures for COT/COMEX alignment; use licensed LBMA PM or reliable XAUUSD spot for benchmark-grade v0.2 pricing.,0.0009062075215224841,-0.015772546731437243,-0.0284985695472747,-0.011544678836772904,-0.1617920986888257,,,False,,train_2009_2018,bull,155355,8135,147220,-6472.0,,,62006,189646,-127640,,,58930,138981,-80051,,,466678,-28465.0,,
2010-04-06,1135.0999755859375,COMEX GC futures proxy via Yahoo Finance GC=F,Keep GC futures for COT/COMEX alignment; use licensed LBMA PM or reliable XAUUSD spot for benchmark-grade v0.2 pricing.,0.027704821716557193,0.02863613555590172,0.011675557563224137,0.05423983195178961,0.8221737888725851,,,False,,train_2009_2018,bull,181635,6500,175135,27915.0,,,51492,205216,-153724,,,61357,152539,-91182,,,497388,30710.0,,
2010-04-13,1152.800048828125,COMEX GC futures proxy via Yahoo Finance GC=F,Keep GC futures for COT/COMEX alignment; use licensed LBMA PM or reliable XAUUSD spot for benchmark-grade v0.2 pricing.,0.01559340465411485,0.04373023886656857,0.027267954899031555,0.02992941886768752,0.35838758750413285,,,False,,train_2009_2018,bull,200201,3506,196695,21560.0,,,51345,223301,-171956,,,67053,158581,-91528,,,528856,31468.0,,
2010-04-20,1138.5999755859375,COMEX GC futures proxy via Yahoo Finance GC=F,Keep GC futures for COT/COMEX alignment; use licensed LBMA PM or reliable XAUUSD spot for benchmark-grade v0.2 pricing.,-0.012317897849347337,0.0030834288391146103,0.03180786188123008,0.03255647592612143,-0.6949963441748352,,,False,,train_2009_2018,bull,199008,6768,192240,-4455.0,,,52092,227044,-174952,,,70571,153015,-82444,,,521338,-7518.0,,
2010-04-27,1161.699951171875,COMEX GC futures proxy via Yahoo Finance GC=F,Keep GC futures for COT/COMEX alignment; use licensed LBMA PM or reliable XAUUSD spot for benchmark-grade v0.2 pricing.,0.020288052065037032,0.00772024806279048,0.05178809522125394,0.02181363904059541,0.5535405894938867,,,False,,train_2009_2018,bull,210203,4760,205443,13203.0,,,53932,230598,-176666,,,73487,162343,-88856,,,538591,17253.0,,
2010-05-04,1168.5999755859375,COMEX GC futures proxy via Yahoo Finance GC=F,Keep GC futures for COT/COMEX alignment; use licensed LBMA PM or reliable XAUUSD spot for benchmark-grade v0.2 pricing.,0.005939592583353415,0.02634814741196667,0.029512818888668635,0.0415329550676804,-0.006429429943571074,,,False,,train_2009_2018,bull,217433,9645,207788,2345.0,,,54736,242652,-187916,,,75279,158949,-83670,,,551616,13025.0,,
2010-05-11,1219.9000244140625,COMEX GC futures proxy via Yahoo Finance GC=F,Keep GC futures for COT/COMEX alignment; use licensed LBMA PM or reliable XAUUSD spot for benchmark-grade v0.2 pricing.,0.04389872488436697,0.05009905800846215,0.058206083226790106,0.08706119897809894,1.4319633650106718,,,False,,train_2009_2018,bull,224664,7134,217530,9742.0,,,55366,272119,-216753,,,87572,153463,-65891,,,583504,31888.0,,
2010-05-18,1214.300048828125,COMEX GC futures proxy via Yahoo Finance GC=F,Keep GC futures for COT/COMEX alignment; use licensed LBMA PM or reliable XAUUSD spot for benchmark-grade v0.2 pricing.,-0.004590520103175844,0.039106686802105495,0.06648522296272774,0.10040783763309924,-0.45021687810653405,,,False,,train_2009_2018,bull,226337,6542,219795,2265.0,,,53535,272632,-219097,,,91471,152118,-60647,,,579758,-3746.0,,
2010-05-25,1197.800048828125,COMEX GC futures proxy via Yahoo Finance GC=F,Keep GC futures for COT/COMEX alignment; use licensed LBMA PM or reliable XAUUSD spot for benchmark-grade v0.2 pricing.,-0.01358807488801761,-0.01811621866025659,0.03107523385865152,0.08447265625,-0.7875414057122838,,,False,,train_2009_2018,range,212919,7703,205216,-14579.0,,,57469,266645,-209176,,,88700,147903,-59203,,,591360,11602.0,,
2010-06-01,1224.800048828125,COMEX GC futures proxy via Yahoo Finance GC=F,Keep GC futures for COT/COMEX alignment; use licensed LBMA PM or reliable XAUUSD spot for benchmark-grade v0.2 pricing.,0.022541324845007038,0.008646956746920287,0.048091797378319034,0.07902394077304464,0.6318357995629214,,,False,,train_2009_2018,range,210717,4459,206258,1042.0,,,58949,269626,-210677,,,93065,150011,-56946,,,553950,-37410.0,,
2010-06-08,1244.0,COMEX GC futures proxy via Yahoo Finance GC=F,Keep GC futures for COT/COMEX alignment; use licensed LBMA PM or reliable XAUUSD spot for benchmark-grade v0.2 pricing.,0.015675988248241346,0.038570670636618454,0.019755697273236006,0.07911168225971532,0.35281291260754916,,,False,,train_2009_2018,bull,215177,5161,210016,3758.0,,,62913,279284,-216371,,,93916,151122,-57206,,,564792,10842.0,,
2010-06-15,1233.199951171875,COMEX GC futures proxy via Yahoo Finance GC=F,Keep GC futures for COT/COMEX alignment; use licensed LBMA PM or reliable XAUUSD spot for benchmark-grade v0.2 pricing.,-0.008681711276627868,0.006858182567666349,0.015564441722611733,0.08308447006355779,-0.620007775212958,,,False,,train_2009_2018,bull,215511,4021,211490,1474.0,,,61991,282292,-220301,,,95114,153757,-58643,,,569204,4412.0,,
2010-06-22,1239.9000244140625,COMEX GC futures proxy via Yahoo Finance GC=F,Keep GC futures for COT/COMEX alignment; use licensed LBMA PM or reliable XAUUSD spot for benchmark-grade v0.2 pricing.,0.005433079393021956,-0.0032958003102391276,0.0351477490981289,0.06731520747960995,-0.04517852807218713,,,False,,train_2009_2018,bull,223219,4354,218865,7375.0,,,66644,289653,-223009,,,95068,160975,-65907,,,602411,33207.0,,
2010-06-29,1242.0,COMEX GC futures proxy via Yahoo Finance GC=F,Keep GC futures for COT/COMEX alignment; use licensed LBMA PM or reliable XAUUSD spot for benchmark-grade v0.2 pricing.,0.001693665250897869,0.007135946461693132,0.014043068652986879,0.06281022244353518,-0.19684447215740242,,,False,,train_2009_2018,bull,219365,4903,214462,-4403.0,,,68538,276753,-208215,,,94531,176272,-81741,,,601138,-1273.0,,
2010-07-06,1194.800048828125,COMEX GC futures proxy via Yahoo Finance GC=F,Keep GC futures for COT/COMEX alignment; use licensed LBMA PM or reliable XAUUSD spot for benchmark-grade v0.2 pricing.,-0.038003181297806,-0.036373880714495765,-0.0395497999773915,-0.020575436579725825,-1.761532221549855,,,False,,train_2009_2018,bull,193032,11299,181733,-32729.0,,,77071,257312,-180241,,,93543,162444,-68901,,,577732,-23406.0,,
2010-07-13,1213.300048828125,COMEX GC futures proxy via Yahoo Finance GC=F,Keep GC futures for COT/COMEX alignment; use licensed LBMA PM or reliable XAUUSD spot for benchmark-grade v0.2 pricing.,0.015483762340104512,-0.023107851185084516,-0.016136801112292987,-0.0008235196901829056,0.40363055999229125,,,False,,train_2009_2018,bull,188892,8138,180754,-979.0,,,74126,254873,-180747,,,92109,159710,-67601,,,568078,-9654.0,,
2010-07-20,1191.5,COMEX GC futures proxy via Yahoo Finance GC=F,Keep GC futures for COT/COMEX alignment; use licensed LBMA PM or reliable XAUUSD spot for benchmark-grade v0.2 pricing.,-0.017967566101378396,-0.0027620092846177835,-0.0390354250028625,-0.0052596832286729844,-0.9467296831700451,,,False,,train_2009_2018,range,169169,20798,148371,-32383.0,,,94437,249069,-154632,,,93794,154826,-61032,,,559473,-8605.0,,
2010-07-27,1158.0,COMEX GC futures proxy via Yahoo Finance GC=F,Keep GC futures for COT/COMEX alignment; use licensed LBMA PM or reliable XAUUSD spot for benchmark-grade v0.2 pricing.,-0.02811582039446081,-0.04557821363440717,-0.06763285024154586,-0.054539554347698305,-1.3221912684086659,,,False,,train_2009_2018,bull,167161,14269,152892,4521.0,,,77122,243301,-166179,,,93008,154384,-61376,,,560066,593.0,,
2010-08-03,1185.199951171875,COMEX GC futures proxy via Yahoo Finance GC=F,Keep GC futures for COT/COMEX alignment; use licensed LBMA PM or reliable XAUUSD spot for benchmark-grade v0.2 pricing.,0.0234887315819301,-0.005287493770981921,-0.0080348989487119,-0.04726692027984325,0.7626451928482991,,,False,,train_2009_2018,bull,167800,11435,156365,3473.0,,,69440,223867,-154427,,,89916,157518,-67602,,,518643,-41423.0,,
2010-08-10,1196.199951171875,COMEX GC futures proxy via Yahoo Finance GC=F,Keep GC futures for COT/COMEX alignment; use licensed LBMA PM or reliable XAUUSD spot for benchmark-grade v0.2 pricing.,0.009281134368191335,0.03298786802407161,-0.014093873706480298,-0.03000324478187011,0.18068823588950944,,,False,,train_2009_2018,bull,167837,9244,158593,2228.0,,,65111,222710,-157599,,,88837,162218,-73381,,,523078,4435.0,,
2010-08-17,1226.5999755859375,COMEX GC futures proxy via Yahoo Finance GC=F,Keep GC futures for COT/COMEX alignment; use licensed LBMA PM or reliable XAUUSD spot for benchmark-grade v0.2 pricing.,0.02541383184665791,0.03493083540302866,0.029458645057438115,-0.010726710675249995,0.831700074538492,,,False,,train_2009_2018,bull,182555,5336,177219,18626.0,,,62060,230214,-168154,,,89512,170928,-81416,,,543674,20596.0,,
2010-08-24,1231.800048828125,COMEX GC futures proxy via Yahoo Finance GC=F,Keep GC futures for COT/COMEX alignment; use licensed LBMA PM or reliable XAUUSD spot for benchmark-grade v0.2 pricing.,0.004239420630758994,0.029760992400454267,0.06373061211409747,-0.008212521072363144,-0.04388655162700296,0.9230769230769231,1.361989675358263,False,,train_2009_2018,bull,201864,5780,196084,18865.0,0.5192307692307693,0.1858866320092361,61661,238173,-176512,0.6346153846153846,0.18928728819783364,90026,177814,-87788,0.46153846153846156,-0.3200623687467755,556464,12790.0,0.7884615384615384,0.8944855725018515
2010-08-31,1248.300048828125,COMEX GC futures proxy via Yahoo Finance GC=F,Keep GC futures for COT/COMEX alignment; use licensed LBMA PM or reliable XAUUSD spot for benchmark-grade v0.2 pricing.,0.013395031130009505,0.01769123893209068,0.053240044090332006,0.04477736676732946,0.3351467829822783,1.0,1.5394270916364274,False,,train_2009_2018,bull,215631,6431,209200,13116.0,0.7169811320754716,0.7328919021924193,61309,246193,-184884,0.5471698113207547,-0.15895583820832632,88647,188324,-99677,0.09433962264150944,-1.1241763931754198,577352,20888.0,0.8867924528301887,1.3343643125549267
2010-09-07,1257.300048828125,COMEX GC futures proxy via Yahoo Finance GC=F,Keep GC futures for COT/COMEX alignment; use licensed LBMA PM or reliable XAUUSD spot for benchmark-grade v0.2 pricing.,0.0072098050532394264,0.020701411746378406,0.051078498704495434,0.0362647310881572,0.1083051736796808,1.0,1.6061911548043153,False,,train_2009_2018,bull,217437,6410,211027,1827.0,0.7777777777777778,0.7985942814204293,62019,249144,-187125,0.5,-0.2510073905532575,88351,188906,-100555,0.09259259259259259,-1.1591405801402441,585564,8212.0,0.9444444444444444,1.4745193247832684
2010-09-14,1269.699951171875,COMEX GC futures proxy via Yahoo Finance GC=F,Keep GC futures for COT/COMEX alignment; use licensed LBMA PM or reliable XAUUSD spot for benchmark-grade v0.2 pricing.,0.009862325508781522,0.017143236006310847,0.03513776002265856,0.06563151588071747,0.2210301029424103,1.0,1.7084494108999153,False,,train_2009_2018,bull,225821,7571,218250,7223.0,0.9090909090909091,1.085961264673442,63662,249317,-185655,0.5272727272727272,-0.18670249975067488,85848,193132,-107284,0.05454545454545454,-1.572751496734893,594058,8494.0,0.9636363636363636,1.6088001728159778
2010-09-21,1272.4000244140625,COMEX GC futures proxy via Yahoo Finance GC=F,Keep GC futures for COT/COMEX alignment; use licensed LBMA PM or reliable XAUUSD spot for benchmark-grade v0.2 pricing.,0.0021265443380504845,0.012009842519302705,0.03295987496068231,0.09879104008122841,-0.10868768481123761,1.0,1.682888592452857,False,,train_2009_2018,bull,219781,5982,213799,-4451.0,0.7857142857142857,0.8812615566899829,61264,245558,-184294,0.5714285714285714,-0.12711348898570585,89489,197503,-108014,0.05357142857142857,-1.571133399071951,597592,3534.0,0.9642857142857143,1.6301197896467996
2010-09-28,1306.5999755859375,COMEX GC futures proxy via Yahoo Finance GC=F,Keep GC futures for COT/COMEX alignment; use licensed LBMA PM or reliable XAUUSD spot for benchmark-grade v0.2 pricing.,0.02687830125406032,0.029062003491459043,0.046703456282440436,0.10242999444442047,0.9288040305576891,1.0,2.028634780417497,False,,train_2009_2018,bull,231457,7049,224408,10609.0,0.9649122807017544,1.3038036781107698,64254,254438,-190184,0.38596491228070173,-0.3785180864681552,94689,207245,-112556,0.03508771929824561,-1.8047383217958481,619408,21816.0,1.0,2.0068507205675647
2010-10-05,1338.9000244140625,COMEX GC futures proxy via Yahoo Finance GC=F,Keep GC futures for COT/COMEX alignment; use licensed LBMA PM or reliable XAUUSD spot for benchmark-grade v0.2 pricing.,0.024720686844984963,0.05226343816727219,0.06490095634848125,0.1192944984677431,0.8732568977288293,1.0,2.298688094030678,False,,train_2009_2018,bull,227061,8345,218716,-5692.0,0.896551724137931,1.042176939537087,62166,251555,-189389,0.41379310344827586,-0.34052798825272,95369,205478,-110109,0.05172413793103448,-1.5922335805479362,617204,-2204.0,0.9827586206896551,1.8813747617679535
2010-10-12,1345.699951171875,COMEX GC futures proxy via Yahoo Finance GC=F,Keep GC futures for COT/COMEX alignment; use licensed LBMA PM or reliable XAUUSD spot for benchmark-grade v0.2 pricing.,0.005078741230726491,0.029924978047243034,0.059856661355192964,0.09709765038030782,0.014031628789577503,1.0,2.2535410025348543,False,,train_2009_2018,bull,233925,9966,223959,5243.0,0.9491525423728814,1.2376471140749365,63352,253865,-190513,0.3728813559322034,-0.38622337457356826,93690,203199,-109509,0.06779661016949153,-1.5091943460157684,616382,-822.0,0.9661016949152542,1.7958372178090651
2010-10-19,1335.0999755859375,COMEX GC futures proxy via Yahoo Finance GC=F,Keep GC futures for COT/COMEX alignment; use licensed LBMA PM or reliable XAUUSD spot for benchmark-grade v0.2 pricing.,-0.007876923512337708,-0.002838187137824577,0.04927691761146269,0.08386095361506696,-0.5661718446068577,0.9666666666666667,2.0355680811987322,False,,train_2009_2018,bull,220360,11613,208747,-15212.0,0.6333333333333333,0.5871214368401684,60869,251520,-190651,0.36666666666666664,-0.3886071767110811,94404,196835,-102431,0.16666666666666666,-1.0364094427533848,630626,14244.0,1.0,1.9935369601049198
2010-10-26,1338.0,COMEX GC futures proxy via Yahoo Finance GC=F,Keep GC futures for COT/COMEX alignment; use licensed LBMA PM or reliable XAUUSD spot for benchmark-grade v0.2 pricing.,0.0021721402644694354,-0.005721893030589564,0.024031857493324482,0.07185768458159014,-0.13757944617962134,0.9672131147540983,1.9822239494264435,False,,train_2009_2018,bull,209780,11743,198037,-10710.0,0.47540983606557374,0.13017948022440706,57351,241996,-184645,0.5901639344262295,-0.11942035398392928,94845,192635,-97790,0.22950819672131148,-0.7294248514302377,607582,-23044.0,0.9344262295081968,1.4999190220381753
